run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoInterfaceFound:count,source,packetDropReasonIsNoInterfaceFound(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoInterfaceFound:count,title,"packet drop: no interface found, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),source,packetDropReasonIsNoInterfaceFound(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),title,"packet drop: no interface found, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.ip,packetDropNoRouteFound:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoRouteFound:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoRouteFound:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoRouteFound:count,source,packetDropReasonIsNoRouteFound(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoRouteFound:count,title,"packet drop: no route found, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),source,packetDropReasonIsNoRouteFound(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),title,"packet drop: no route found, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.ip,packetDropUndefined:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropUndefined:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropUndefined:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropUndefined:count,source,packetDropReasonIsUndefined(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropUndefined:count,title,"packet drop: undefined, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.ip,packetDropUndefined:sum(packetBytes),,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropUndefined:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropUndefined:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropUndefined:sum(packetBytes),source,packetDropReasonIsUndefined(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.ip,packetDropUndefined:sum(packetBytes),title,"packet drop: undefined, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.arp,arpResolutionFailed:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpResolutionFailed:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpResolutionFailed:count,title,"ARP failed resolutions, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.arp,arpResolutionCompleted:count,,,2,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpResolutionCompleted:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpResolutionCompleted:count,title,"ARP completed resolutions, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.arp,arpResolutionInitiated:count,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpResolutionInitiated:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpResolutionInitiated:count,title,"ARP initiated resolutions, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.arp,arpReplySent:count,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpReplySent:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpReplySent:count,source,arpReplySent,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpReplySent:count,title,"ARP replies sent, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.arp,arpReplySent:sum(packetBytes),,,28,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpReplySent:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpReplySent:sum(packetBytes),source,arpReplySent,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpReplySent:sum(packetBytes),title,"ARP replies sent, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.arp,arpRequestSent:count,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpRequestSent:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpRequestSent:count,source,arpRequestSent,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpRequestSent:count,title,"ARP request sent, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ipv4.arp,arpRequestSent:sum(packetBytes),,,28,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpRequestSent:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpRequestSent:sum(packetBytes),source,arpRequestSent,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ipv4.arp,arpRequestSent:sum(packetBytes),title,"ARP request sent, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.ethernet,pauseSent:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,pauseSent:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,pauseSent:count,title,"pause sent, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.ethernet,pauseSent:sum,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,pauseSent:sum,recordingmode,sum,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,pauseSent:sum,title,"pause sent, sum",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.ethernet,decapPk:count,,,2,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,decapPk:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,decapPk:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,decapPk:count,source,decapPk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,decapPk:count,title,"packets decapsulated, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.ethernet,decapPk:sum(packetBytes),,,1098,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,decapPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,decapPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,decapPk:sum(packetBytes),source,decapPk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,decapPk:sum(packetBytes),title,"packets decapsulated, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.ethernet,encapPk:count,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,encapPk:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,encapPk:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,encapPk:count,source,encapPk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,encapPk:count,title,"packets encapsulated, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.ethernet,encapPk:sum(packetBytes),,,28,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,encapPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,encapPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,encapPk:sum(packetBytes),source,encapPk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.ethernet,encapPk:sum(packetBytes),title,"packets encapsulated, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.lo[0].lo,rcvdPkFromHl:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,rcvdPkFromHl:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,rcvdPkFromHl:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,rcvdPkFromHl:count,source,packetReceivedFromUpper,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,rcvdPkFromHl:count,title,"packets received from higher layer, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.lo[0].lo,rcvdPkFromHl:sum(packetBytes),,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,rcvdPkFromHl:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,rcvdPkFromHl:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,rcvdPkFromHl:sum(packetBytes),source,packetReceivedFromUpper,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,rcvdPkFromHl:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.lo[0].lo,passedUpPk:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,passedUpPk:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,passedUpPk:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,passedUpPk:count,source,packetSentToUpper,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,passedUpPk:count,title,"packets passed to higher layer, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.lo[0].lo,passedUpPk:sum(packetBytes),,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,passedUpPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,passedUpPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,passedUpPk:sum(packetBytes),source,packetSentToUpper,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0].lo,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.lo[0],packetDropInterfaceDown:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropInterfaceDown:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropInterfaceDown:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropInterfaceDown:count,title,"packet drops: interface down, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.lo[0],packetDropInterfaceDown:sum(packetBytes),,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropInterfaceDown:sum(packetBytes),title,"packet drops: interface down, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.lo[0],packetDropNoCarrier:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropNoCarrier:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropNoCarrier:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropNoCarrier:count,source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropNoCarrier:count,title,"packet drops: no carrier, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.lo[0],packetDropNoCarrier:sum(packetBytes),,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropNoCarrier:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropNoCarrier:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropNoCarrier:sum(packetBytes),source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.lo[0],packetDropNoCarrier:sum(packetBytes),title,"packet drops: no carrier, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.eth[0].queue,queueLength:last,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:last,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:last,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:last,recordingmode,last,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:last,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:last,title,"queue length, last",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:last,unit,pk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.eth[0].queue,queueLength:max,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:max,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:max,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:max,recordingmode,max,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:max,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:max,title,"queue length, max",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:max,unit,pk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.eth[0].queue,queueLength:timeavg,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:timeavg,recordingmode,timeavg,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:timeavg,title,"queue length, timeavg",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueLength:timeavg,unit,pk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.eth[0].queue,queueBitLength:last,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:last,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:last,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:last,recordingmode,last,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:last,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:last,title,"queue bit length, last",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:last,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.eth[0].queue,queueBitLength:max,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:max,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:max,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:max,recordingmode,max,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:max,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:max,title,"queue bit length, max",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:max,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.eth[0].queue,queueBitLength:timeavg,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:timeavg,recordingmode,timeavg,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:timeavg,title,"queue bit length, timeavg",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,queueBitLength:timeavg,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.eth[0].queue,outgoingPackets:count,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,outgoingPackets:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,outgoingPackets:count,source,packetPulled,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,outgoingPackets:count,title,"outgoing packets, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,outgoingPackets:count,unit,pk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.eth[0].queue,outgoingPacketLengths:sum,,,368,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,outgoingPacketLengths:sum,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,outgoingPacketLengths:sum,recordingmode,sum,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,outgoingPacketLengths:sum,source,packetLength(packetPulled),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,outgoingPacketLengths:sum,title,"outgoing packet lengths, sum",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,outgoingPacketLengths:sum,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.eth[0].queue,incomingPackets:count,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,incomingPackets:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,incomingPackets:count,source,packetPushStarted,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,incomingPackets:count,title,"incoming packets, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,incomingPackets:count,unit,pk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.eth[0].queue,incomingPacketLengths:sum,,,368,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,incomingPacketLengths:sum,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,incomingPacketLengths:sum,recordingmode,sum,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,incomingPacketLengths:sum,source,packetLength(packetPushStarted),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,incomingPacketLengths:sum,title,"incoming packet lengths, sum",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,incomingPacketLengths:sum,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.server.eth[0].queue,droppedPacketsQueueOverflow:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,droppedPacketsQueueOverflow:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,droppedPacketsQueueOverflow:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.eth[0].queue,droppedPacketsQueueOverflow:count,source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,,,
