run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues
General-0-20250310-16:32:25-6414,runattr,,,configname,General,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,datetime,20250310-16:32:25,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,datetimef,20250310-163225,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,experiment,General,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,inifile,omnetpp.ini,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,iterationvars,,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,iterationvarsd,,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,iterationvarsf,,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,measurement,,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,network,test_project.usingStandardProtocols.SimpleNetwork,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,processid,6414,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,repetition,0,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,replication,#0,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,resultdir,results,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,runnumber,0,,,,,,,,,,,
General-0-20250310-16:32:25-6414,runattr,,,seedset,0,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,image-path,../../../omnetpp-6.1.0/samples/inet/images,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,network,test_project.usingStandardProtocols.SimpleNetwork,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,sim-time-limit,5000s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.router.forwarding,true,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.router.ipv4.typename,inet.networklayer.ipv4.Ipv4NetworkLayer,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.router.ipv4.ip.typename,test_project.usingStandardProtocols.CustomNetworkLayer,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.router.numEthInterfaces,2,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.client.numEthInterfaces,1,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.server.numEthInterfaces,1,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.client.numApps,1,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.client.app[0].typename,inet.applications.udpapp.UdpBasicApp,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.client.app[0].destAddresses,"""server""",,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.client.app[0].destPort,5000,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.client.app[0].messageLength,1024B,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.client.app[0].startTime,0s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.client.app[0].sendInterval,1s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.server.numApps,1,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.server.app[0].typename,inet.applications.udpapp.UdpSink,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.server.app[0].localPort,5000,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.vector-recording,true,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.scalar-recording,true,,,,,,,,,,,
General-0-20250310-16:32:25-6414,config,,,**.statistic-recording,true,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ethernet,pauseSent:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,pauseSent:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,pauseSent:count,title,"pause sent, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ethernet,pauseSent:sum,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,pauseSent:sum,recordingmode,sum,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,pauseSent:sum,title,"pause sent, sum",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ethernet,decapPk:count,,,9,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,decapPk:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,decapPk:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,decapPk:count,source,decapPk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,decapPk:count,title,"packets decapsulated, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ethernet,decapPk:sum(packetBytes),,,7456,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,decapPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,decapPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,decapPk:sum(packetBytes),source,decapPk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,decapPk:sum(packetBytes),title,"packets decapsulated, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ethernet,encapPk:count,,,3,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,encapPk:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,encapPk:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,encapPk:count,source,encapPk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,encapPk:count,title,"packets encapsulated, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.ethernet,encapPk:sum(packetBytes),,,1108,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,encapPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,encapPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,encapPk:sum(packetBytes),source,encapPk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.ethernet,encapPk:sum(packetBytes),title,"packets encapsulated, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.lo[0].lo,rcvdPkFromHl:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,rcvdPkFromHl:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,rcvdPkFromHl:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,rcvdPkFromHl:count,source,packetReceivedFromUpper,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,rcvdPkFromHl:count,title,"packets received from higher layer, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.lo[0].lo,rcvdPkFromHl:sum(packetBytes),,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,rcvdPkFromHl:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,rcvdPkFromHl:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,rcvdPkFromHl:sum(packetBytes),source,packetReceivedFromUpper,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,rcvdPkFromHl:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.lo[0].lo,passedUpPk:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,passedUpPk:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,passedUpPk:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,passedUpPk:count,source,packetSentToUpper,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,passedUpPk:count,title,"packets passed to higher layer, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.lo[0].lo,passedUpPk:sum(packetBytes),,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,passedUpPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,passedUpPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,passedUpPk:sum(packetBytes),source,packetSentToUpper,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0].lo,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.lo[0],packetDropInterfaceDown:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropInterfaceDown:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropInterfaceDown:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropInterfaceDown:count,title,"packet drops: interface down, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.lo[0],packetDropInterfaceDown:sum(packetBytes),,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropInterfaceDown:sum(packetBytes),title,"packet drops: interface down, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.lo[0],packetDropNoCarrier:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropNoCarrier:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropNoCarrier:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropNoCarrier:count,source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropNoCarrier:count,title,"packet drops: no carrier, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.lo[0],packetDropNoCarrier:sum(packetBytes),,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropNoCarrier:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropNoCarrier:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropNoCarrier:sum(packetBytes),source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.lo[0],packetDropNoCarrier:sum(packetBytes),title,"packet drops: no carrier, sum(packetBytes)",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,queueLength:last,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:last,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:last,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:last,recordingmode,last,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:last,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:last,title,"queue length, last",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:last,unit,pk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,queueLength:max,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:max,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:max,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:max,recordingmode,max,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:max,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:max,title,"queue length, max",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:max,unit,pk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,queueLength:timeavg,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:timeavg,recordingmode,timeavg,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:timeavg,title,"queue length, timeavg",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueLength:timeavg,unit,pk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,queueBitLength:last,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:last,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:last,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:last,recordingmode,last,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:last,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:last,title,"queue bit length, last",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:last,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,queueBitLength:max,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:max,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:max,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:max,recordingmode,max,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:max,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:max,title,"queue bit length, max",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:max,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,queueBitLength:timeavg,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:timeavg,recordingmode,timeavg,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:timeavg,title,"queue bit length, timeavg",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,queueBitLength:timeavg,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,outgoingPackets:count,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,outgoingPackets:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,outgoingPackets:count,source,packetPulled,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,outgoingPackets:count,title,"outgoing packets, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,outgoingPackets:count,unit,pk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,outgoingPacketLengths:sum,,,368,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,outgoingPacketLengths:sum,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,outgoingPacketLengths:sum,recordingmode,sum,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,outgoingPacketLengths:sum,source,packetLength(packetPulled),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,outgoingPacketLengths:sum,title,"outgoing packet lengths, sum",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,outgoingPacketLengths:sum,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,incomingPackets:count,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,incomingPackets:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,incomingPackets:count,source,packetPushStarted,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,incomingPackets:count,title,"incoming packets, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,incomingPackets:count,unit,pk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,incomingPacketLengths:sum,,,368,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,incomingPacketLengths:sum,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,incomingPacketLengths:sum,recordingmode,sum,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,incomingPacketLengths:sum,source,packetLength(packetPushStarted),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,incomingPacketLengths:sum,title,"incoming packet lengths, sum",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,incomingPacketLengths:sum,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,droppedPacketsQueueOverflow:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,droppedPacketsQueueOverflow:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,droppedPacketsQueueOverflow:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,droppedPacketsQueueOverflow:count,source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,droppedPacketsQueueOverflow:count,title,"dropped packets: queue overflow, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,droppedPacketsQueueOverflow:count,unit,pk,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].queue,droppedPacketLengthsQueueOverflow:sum,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,droppedPacketLengthsQueueOverflow:sum,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,droppedPacketLengthsQueueOverflow:sum,recordingmode,sum,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,droppedPacketLengthsQueueOverflow:sum,source,packetLength(packetDropReasonIsQueueOverflow(packetDropped)),,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,droppedPacketLengthsQueueOverflow:sum,title,"dropped packet lengths: queue overflow, sum",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].queue,droppedPacketLengthsQueueOverflow:sum,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,simulated time,,,7.000862426789,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,full-duplex,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,frames/sec sent,,,0.14283954447862,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,frames/sec rcvd,,,1.1427163558289,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,bits/sec sent,,,73.133846773051,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,bits/sec rcvd,,,8632.0793519317,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,rx channel idle (%),,,99.912947868013,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,rx channel utilization (%),,,0.087052131987048,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,rxPausePkUnits:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].mac,rxPausePkUnits:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].mac,rxPausePkUnits:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].mac,rxPausePkUnits:count,title,"pause units received, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,rxPausePkUnits:sum,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].mac,rxPausePkUnits:sum,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].mac,rxPausePkUnits:sum,recordingmode,sum,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].mac,rxPausePkUnits:sum,title,"pause units received, sum",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,txPausePkUnits:count,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].mac,txPausePkUnits:count,interpolationmode,none,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].mac,txPausePkUnits:count,recordingmode,count,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].mac,txPausePkUnits:count,title,"pause units sent, count",,,,,,,,,,,
General-0-20250310-16:32:25-6414,scalar,SimpleNetwork.router.eth[0].mac,txPausePkUnits:sum,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.router.eth[0].mac,txPausePkUnits:sum,interpolationmode,none,,,,,,,,,,,
